"Date","CTDChla_ugL_above","CTDChla_ugL","CTDChla_ugL_below","CTDChla_ugL_lag","CTDChla_ugL_above_lag","CTDChla_ugL_below_lag","daily_EXOChla_ugL_1","daily_EXOBGAPC_ugL_1","daily_EXOChla_ugL_1_lag1","daily_EXOBGAPC_ugL_1_lag1","daily_EXOChla_ugL_1_lag2","daily_EXOBGAPC_ugL_1_lag2","daily_EXOChla_ugL_1_lag3","daily_EXOBGAPC_ugL_1_lag3","daily_EXOChla_ugL_1_lag4","daily_EXOBGAPC_ugL_1_lag4","daily_EXOChla_ugL_1_lag5","daily_EXOBGAPC_ugL_1_lag5","daily_EXOChla_ugL_1_lag6","daily_EXOBGAPC_ugL_1_lag6","daily_EXOChla_ugL_1_lag7","daily_EXOBGAPC_ugL_1_lag7","GreenAlgae_ugL_above","GreenAlgae_ugL","GreenAlgae_ugL_below","Bluegreens_ugL_above","Bluegreens_ugL","Bluegreens_ugL_below","BrownAlgae_ugL_above","BrownAlgae_ugL","BrownAlgae_ugL_below","MixedAlgae_ugL_above","MixedAlgae_ugL","MixedAlgae_ugL_below","GreenAlgae_ugL_lag","GreenAlgae_ugL_above_lag","GreenAlgae_ugL_below_lag","Bluegreens_ugL_lag","Bluegreens_ugL_above_lag","Bluegreens_ugL_below_lag","BrownAlgae_ugL_lag","BrownAlgae_ugL_above_lag","BrownAlgae_ugL_below_lag","MixedAlgae_ugL_lag","MixedAlgae_ugL_above_lag","MixedAlgae_ugL_below_lag"
2021-07-20,NA,NA,NA,NA,NA,NA,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,10.1123239647887,1.16887323943662,8.48895102797203,0.933776223776224,7.83125001388889,0.726388888888889,8.01131941666667,0.506111111111111,9.97496501398601,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-21,4.949,5.7962,5.6234,NA,NA,NA,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,10.1123239647887,1.16887323943662,8.48895102797203,0.933776223776224,7.83125001388889,0.726388888888889,8.01131941666667,0.506111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-22,NA,NA,NA,NA,NA,NA,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,10.1123239647887,1.16887323943662,8.48895102797203,0.933776223776224,7.83125001388889,0.726388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-23,NA,NA,NA,NA,NA,NA,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,10.1123239647887,1.16887323943662,8.48895102797203,0.933776223776224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-24,NA,NA,NA,NA,NA,NA,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,10.1123239647887,1.16887323943662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-25,NA,NA,NA,NA,NA,NA,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,12.4699305625,1.17236111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-26,3.1847,4.3672,6.106,5.7962,4.949,5.6234,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,12.1484722013889,1.65194444444444,7.76,13.05,11.14,3.18,14.47,9.9,3.76,1.95,2.13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-27,NA,NA,NA,NA,NA,NA,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,14.8112587412587,1.38167832167832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-28,NA,NA,NA,NA,NA,NA,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,15.8473758865248,0.777234042553192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-29,NA,NA,NA,NA,NA,NA,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,14.1448951048951,0.857342657342657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-30,NA,NA,NA,NA,NA,NA,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,9.58552444055944,1.01923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-31,NA,NA,NA,NA,NA,NA,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,7.93422532394366,1.32950704225352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-01,NA,NA,NA,NA,NA,NA,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,7.0613986013986,0.539090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-02,2.5127,2.7637,3.7757,4.3672,3.1847,6.106,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,8.60007142142857,0.598285714285714,9.93,9.57,16.63,0.07,0,2.01,2.35,2.99,2.44,0.3,0.22,0,13.05,7.76,11.14,14.47,3.18,9.9,1.95,3.76,2.13,0,0,0
2021-08-03,NA,NA,NA,NA,NA,NA,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,10.3504195594406,0.25972027972028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-04,NA,NA,NA,NA,NA,NA,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,12.3010416944444,0.210069444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-05,NA,NA,NA,NA,NA,NA,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,16.2517361111111,0.208611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-06,NA,NA,NA,NA,NA,NA,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,16.8622695035461,0.176950354609929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-07,NA,NA,NA,NA,NA,NA,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,15.1886805555556,0.10625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-08,NA,NA,NA,NA,NA,NA,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,10.4527971748252,0.0152447552447552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-09,NA,NA,NA,NA,NA,NA,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,8.58309353956835,0.00266187050359712,9.77,9.89,13.87,0,0.81,3.08,4.37,4.225,3.11,0,0.035,0,9.57,9.93,16.63,0,0.07,2.01,2.99,2.35,2.44,0.22,0.3,0
2021-08-10,NA,NA,NA,NA,NA,NA,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,7.29048953146853,0.00041958041958042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-11,NA,NA,NA,NA,NA,NA,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,5.89055944055944,0.00027972027972028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-12,NA,NA,NA,NA,NA,NA,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,5.45659722916667,0.000138888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-13,NA,NA,NA,NA,NA,NA,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,5.66666667361111,6.94444444444444e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-14,NA,NA,NA,NA,NA,NA,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,7.68567376595745,0.00127659574468085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-15,NA,NA,NA,NA,NA,NA,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,7.89340277083333,0.00131944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-16,NA,NA,NA,NA,NA,NA,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,9.10620437956204,0.00262773722627737,15.25,16.54,15.79,0,1.2,4.01,5.08,6.79,4.46,0,0,0,9.89,9.77,13.87,0.81,0,3.08,4.225,4.37,3.11,0.035,0,0
2021-08-17,NA,NA,NA,NA,NA,NA,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,10.2161538461538,0.0086013986013986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-18,NA,NA,NA,NA,NA,NA,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,11.9673239507042,0.0169014084507042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-19,NA,NA,NA,NA,NA,NA,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,13.0226056267606,0.0338732394366197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-20,NA,NA,NA,NA,NA,NA,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,13.6167605704225,0.0578169014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-21,NA,NA,NA,NA,NA,NA,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,13.3520833333333,0.0638888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-22,NA,NA,NA,NA,NA,NA,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,14.8258333333333,0.0570138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-23,NA,NA,NA,NA,NA,NA,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,19.8485185185185,0.278222222222222,9.88,12.8,14.145,1.45,2.85,4.3,2.33,2.52,2.395,0,0,0,16.54,15.25,15.79,1.2,0,4.01,6.79,5.08,4.46,0,0,0
2021-08-24,NA,NA,NA,NA,NA,NA,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,20.3965546218487,0.29546218487395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-25,NA,NA,NA,NA,NA,NA,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,18.4133333333333,0.337291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-26,NA,NA,NA,NA,NA,NA,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,15.9632167832168,0.222937062937063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-27,NA,NA,NA,NA,NA,NA,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,12.4878358283582,0.148805970149254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-28,NA,NA,NA,NA,NA,NA,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,10.896992979021,0.157692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-29,NA,NA,NA,NA,NA,NA,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,9.33416670138889,0.121041666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-30,NA,NA,NA,NA,NA,NA,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,8.15428573571429,0.0872142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-08-31,NA,NA,NA,NA,NA,NA,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,7.80708027737226,0.0583941605839416,9.46333333333333,13.22,13.08,2.61333333333333,7.57,7.22,2.71666666666667,2.88,3.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-01,NA,NA,NA,NA,NA,NA,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,8.97124999305556,0.111736111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-02,NA,NA,NA,NA,NA,NA,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,9.79971634042553,0.145957446808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-03,NA,NA,NA,NA,NA,NA,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,10.898951027972,0.169300699300699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-04,NA,NA,NA,NA,NA,NA,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,9.54204224647887,0.167042253521127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-05,NA,NA,NA,NA,NA,NA,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,10.18125,0.250138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-06,NA,NA,NA,NA,NA,NA,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,9.12503493706294,0.219160839160839,6.97,6.97,9.85,1.58,1.53,2.25,2.89,4.06,6.75,0,0,0,13.22,9.46333333333333,13.08,7.57,2.61333333333333,7.22,2.88,2.71666666666667,3.25,0,0,0
2021-09-07,NA,NA,NA,NA,NA,NA,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,8.87394159854015,0.183430656934307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-08,NA,NA,NA,NA,NA,NA,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,8.71111891608392,0.262167832167832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,NA,NA,NA,NA,NA,NA,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,7.45229165277778,0.247638888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-10,NA,NA,NA,NA,NA,NA,4.71416665972222,0.00180555555555556,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,8.26838028873239,0.25887323943662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-11,NA,NA,NA,NA,NA,NA,5.96131944444444,0.0160416666666667,4.71416665972222,0.00180555555555556,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,8.20384618181818,0.221398601398601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-12,NA,NA,NA,NA,NA,NA,6.79514085211268,0.0142957746478873,5.96131944444444,0.0160416666666667,4.71416665972222,0.00180555555555556,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,8.18791665972222,0.143263888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-13,NA,NA,NA,NA,NA,NA,7.70742857142857,0.0315714285714286,6.79514085211268,0.0142957746478873,5.96131944444444,0.0160416666666667,4.71416665972222,0.00180555555555556,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,7.41561156115108,0.0774820143884892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-14,NA,NA,NA,NA,NA,NA,9.08485507971015,0.0515217391304348,7.70742857142857,0.0315714285714286,6.79514085211268,0.0142957746478873,5.96131944444444,0.0160416666666667,4.71416665972222,0.00180555555555556,5.16104895804196,0.0041958041958042,6.66874126573427,0.0383216783216783,6.54685313986014,0.0371328671328671,6.7,8.12,7.47,0.52,0.82,1.24,4.89,5.15,8.32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
